International	
Classification	
of	
Sleep	
Disord	
Third	
Edition	
CI	
S	
ers	
D3	
American	
Academy	
of	
Sleep	
Medicine	
International	DOCUMENT
Classification	DOCUMENT
of	DOCUMENT
Sleep	DOCUMENT
Disord	DOCUMENT
Third	
Edition	
CI	
S	
ers	
D3	
American	
Academy	
of	
Sleep	
Medicine	

Copyright	
©	
2014	
American	
Academy	
of	
Sleep	
Medicine	
,	
2510	
North	
Frontage	
Road	
,	
Darien	
,	
IL	
60561	
,	
U.S.A.	
Copies	
of	
the	
manual	
are	
available	
from	
the	
American	
Academy	
of	
Sleep	
Medicine	
in	
the	
U.S.A.	
All	
rights	
reserved	
.	

Unless	
authorized	
in	
writing	
by	
the	
AASM	
,	
no	
portion	
of	
this	
book	
may	
be	
reproduced	
or	
used	
in	
a	
manner	
inconsistent	
with	
the	
copyright	
.	

This	
applies	
to	
unauthorized	
reproductions	
in	
any	
form	
,	
including	
computer	DOCUMENT
programs	DOCUMENT
.	DOCUMENT

Correspondence	
regarding	
copyright	
permissions	
should	
be	
directed	
to	
the	
Executive	
Director	
,	
American	
Academy	
of	
Sleep	
Medicine	
,	
2510	
North	
Frontage	
Road	
,	
Darien	
,	
IL	
60561	
,	
U.S.A.	
Translations	
to	
other	
languages	
must	
be	
authorized	
by	
the	
American	
Academy	
of	
Sleep	
Medicine	
,	
U.S.A.	
Recommended	
Citation	
American	
Academy	
of	
Sleep	
Medicine	
.	

	
International	DOCUMENT
classification	DOCUMENT
of	DOCUMENT
sleep	DOCUMENT
disorders	DOCUMENT
,	
3rd	
ed	
.	

Darien	
,	
IL	
:	
American	
Academy	
of	
Sleep	
Medicine	
,	
2014	
.	

	
International	DOCUMENT
classification	DOCUMENT
of	DOCUMENT
sleep	DOCUMENT
disorders	DOCUMENT
American	
Academy	
of	
Sleep	
Medicine	
.	

Includes	
bibliographies	
and	
index	
.	
.	

	
Sleep	CONDITION
Disorders	CONDITION
–	
Classification	CONCEPT
.	

2	
.	
Sleep	CONDITION
Disorders	CONDITION
–	
Diagnosis	
ISBN	
:	
0991543416	
(	
print	
)	
ISBN	
:	
0991543408	
(	
online	
)	

In	
memory	
of	
Peter	
Hauri	
,	
PhD	
mentor	
,	
colleague	
and	
friend	
Table	
of	
Contents	
About	
the	
Editor	
8	
Editor	
’s	
Notes	
9	
Acknowledgments10	
Introduction13	
Insomnia19	CONDITION
Chronic	CONDITION
Insomnia	CONDITION
Disorder	CONDITION

21	
Short	CONDITION
-	CONDITION
Term	CONDITION
Insomnia	CONDITION
Disorder41	CONDITION
Other	
Insomnia	CONDITION
Disorder46	CONDITION
ISOLATED	
SYMPTOMS	SYMPTOM
AND	
NORMAL	
VARIANTS	
Excessive	RISKFACTOR
Time	RISKFACTOR
in	RISKFACTOR
Bed47	RISKFACTOR
Short	CONDITION
Sleeper47	CONDITION
Sleep	CONDITION
Related	CONDITION
Breathing	CONDITION
Disorders	CONDITION
49	
OBSTRUCTIVE	CONDITION
SLEEP	CONDITION
APNEA	CONDITION
DISORDERS	CONDITION
Obstructive	CONDITION
Sleep	CONDITION
Apnea	CONDITION
,	
Adult	

53	
Obstructive	CONDITION
Sleep	CONDITION
Apnea	CONDITION
,	
Pediatric	

63	
CENTRAL	CONDITION
SLEEP	CONDITION
APNEA	
SYNDROMES	
Central	
Sleep	
Apnea	
with	
Cheyne	CONDITION
-	CONDITION
Stokes	CONDITION
Breathing	CONDITION
69	
Central	CONDITION
Apnea	CONDITION
Due	
to	
a	
Medical	CONDITION
Disorder	CONDITION
without	
Cheyne	CONDITION
-	CONDITION
Stokes	CONDITION
Breathing	CONDITION

75	
Central	
Sleep	
Apnea	

Due	
to	
High	CONDITION
Altitude	CONDITION
Periodic	CONDITION
Breathing79	CONDITION
Central	CONDITION
Sleep	CONDITION
Apnea	CONDITION
Due	
to	
a	
Medication	
or	
Substance85	
Primary	
Central	
Sleep	
Apnea	
89	

Primary	
Central	
Sleep	
Apnea	
of	
Infancy	

94	
Primary	
Central	
Sleep	
Apnea	
of	
Prematurity	

98	
Treatment	TREATMENT
-	
Emergent	
Central	
Sleep	
Apnea102	
SLEEP	
RELATED	
HYPOVENTILATION	
DISORDERS	
Obesity	CONDITION
Hypoventilation	CONDITION
Syndrome108	CONDITION
Congenital	
Central	
Alveolar	
Hypoventilation	
Syndrome	

113	
Late	
-	
Onset	
Central	
Hypoventilation	
with	
Hypothalamic	CONDITION
Dysfunction	CONDITION

118	
Idiopathic	
Central	
Alveolar	
Hypoventilation	
121	
Sleep	CONDITION
Related	CONDITION
Hypoventilation	CONDITION
Due	
to	
a	
Medication	
or	
Substance	
124	
Sleep	CONDITION
Related	CONDITION
Hypoventilation	CONDITION
Due	
to	
a	
Medical	CONDITION
Disorder	CONDITION
128	
SLEEP	
RELATED	
HYPOXEMIA	
DISORDER	
Sleep	
Related	
Hypoxemia	

134	
Table	
of	
Contents	
ISOLATED	SYMPTOM
SYMPTOMS	SYMPTOM
AND	
NORMAL	
VARIANTS	

	
Snoring	SYMPTOM
139	
Catathrenia	CONDITION

141	
Central	CONDITION
Disorders	CONDITION
of	CONDITION
Hypersomnolence143	CONDITION
Narcolepsy	
Type	
1	

146	
Narcolepsy	
Type	
2	

155	
Idiopathic	CONDITION
Hypersomnia	CONDITION

161	
Kleine	
-	
Levin	
Syndrome166	
Hypersomnia	CONDITION
Due	
to	
a	
Medical	CONDITION
Disorder	CONDITION

171	
Hypersomnia	CONDITION
Due	
to	
a	
Medication	
or	
Substance	
175	
Hypersomnia	CONDITION
Associated	
with	
a	
Psychiatric	CONDITION
Disorder	CONDITION
179	
Insufficient	
Sleep	
Syndrome	

182	
ISOLATED	SYMPTOM
SYMPTOMS	SYMPTOM
AND	
NORMAL	
VARIANTS	
Long	
Sleeper187	
Circadian	
Rhythm	
Sleep	
-	
Wake	
Disorders189	
Delayed	
Sleep	
-	
Wake	
Phase	
Disorder	
191	
Advanced	
Sleep	
-	
Wake	
Phase	
Disorder198	
Irregular	
Sleep	
-	
Wake	
Rhythm	
Disorder	

204	
Non-24	
-	
Hour	
Sleep	
-	
Wake	
Rhythm	
Disorder209	
Shift	
Work	
Disorder215	
Jet	
Lag	
Disorder220	
Circadian	
Sleep	
-	
Wake	
Disorder	
Not	
Otherwise	
Specified	
(	
NOS)224	
Parasomnias	
225	
NREM	
-	
RELATED	
PARASOMNIAS	
Disorders	
of	
Arousal	
(	
From	
NREM	
Sleep	
)	

228	
Confusional	
Arousals	

229	
Sleepwalking	

229	
Sleep	
Terrors	
230	
Sleep	
Related	
Eating	
Disorder240	
REM	
-	
RELATED	
PARASOMNIAS	
REM	CONDITION
Sleep	CONDITION
Behavior	CONDITION
Disorder246	CONDITION
Parasomnia	

Due	
to	
a	
Medical	
Disorder	

276	
Parasomnia	
Due	
to	
a	
Medication	
or	
Substance276	
Parasomnia	
,	
Unspecified	
278	
ISOLATED	
SYMPTOMS	
AND	
NORMAL	
VARIANTS	
Sleep	
Talking279	
Sleep	
Related	
Movement	
Disorders	
281	
Restless	
Legs	
Syndrome282	
Periodic	
Limb	
Movement	
Disorder292	
Sleep	
Related	
Leg	
Cramps299	
Sleep	
Related	
Bruxism	

303	
Sleep	
Related	
Rhythmic	
Movement	
Disorder312	
Benign	
Sleep	
Myoclonus	
of	
Infancy317	
Propriospinal	SYMPTOM
Myoclonus	SYMPTOM
at	
Sleep	
Onset321	
Sleep	
Related	
Movement	
Disorder	
Due	
to	
a	
Medical	
Disorder	

325	
Sleep	
Related	
Movement	
Disorder	
Due	
to	
a	
Medication	
or	
Substance326	
Sleep	
Related	
Movement	
Disorder	
,	
Unspecified	

327	
ISOLATED	
SYMPTOMS	
AND	
NORMAL	
VARIANTS	
Excessive	SYMPTOM
Fragmentary	SYMPTOM
Myoclonus	SYMPTOM
328	
Hypnagogic	SYMPTOM
Foot	SYMPTOM
Tremor	SYMPTOM
and	SYMPTOM
Alternating	SYMPTOM
Leg	SYMPTOM
Muscle	SYMPTOM
Activation	SYMPTOM
He	
has	
served	
in	
a	
variety	
of	
leadership	
capacities	
in	
Sleep	CONCEPT
Medicine	CONCEPT
.	

He	
is	
Past	
-	
President	
of	
the	
American	
Academy	
of	
Sleep	CONCEPT
Medicine	CONCEPT
.	

Dr.	
Sateia	
was	
Associate	
Editor	
for	
the	
Journal	DOCUMENT
of	DOCUMENT
Clinical	DOCUMENT
Sleep	DOCUMENT
Medicine	DOCUMENT
and	
chaired	
the	
Scientific	
Program	
Committee	
of	
the	
Associated	
Professional	
Sleep	
Societies	
.	

He	
was	
a	
member	
of	
the	
Research	
Advisory	
Board	
of	
the	
National	
Center	
on	
Sleep	
Disorders	
Research	
and	
held	
a	
five	
year	
Academic	
Award	
from	
the	
National	
Heart	
,	
Lung	
,	
and	
Blood	
Institute	
.	

He	
served	
on	
the	
Accreditation	
Council	
on	
Graduate	
Medical	
Education	
Advisory	
Committee	
for	
Sleep	CONCEPT
Medicine	CONCEPT
and	
the	
American	
Board	
of	
Internal	
Medicine	
Policy	
and	
Test	
Committee	
for	
Sleep	CONCEPT
Medicine	CONCEPT
.	

His	
editing	
respon-	
sibilities	
have	
included	
the	
International	DOCUMENT
Classification	DOCUMENT
of	DOCUMENT
Sleep	DOCUMENT
Disorders	DOCUMENT
,	DOCUMENT
2nd	DOCUMENT
Edition	DOCUMENT
;	
the	
comprehensive	
textbook	
,	
Sleep	CONCEPT
Medicine	CONCEPT
;	
and	
Insomnia	SYMPTOM
:	
Diagnosis	
and	
Treatment	
.	

In	
2009	
he	
received	
the	
Nathaniel	
Kleitman	
Award	
from	
the	
American	
Academy	
of	
Sleep	
Medicine	
.	

He	
currently	
serves	
as	
task	
force	
chair	
and	
editor	
for	
the	
International	DOCUMENT
Classification	DOCUMENT
of	DOCUMENT
Sleep	DOCUMENT
Disorders	DOCUMENT
,	DOCUMENT
3rd	DOCUMENT
Edition	DOCUMENT
,	
and	
chair	
of	
the	
task	
force	
on	
the	
pharmacological	
management	
of	
insomnia	SYMPTOM
He	
has	
authored	
numerous	
scientific	
articles	
in	
sleep	
medi-	
cine	
,	
focused	
primarily	
on	
insomnia	SYMPTOM
and	
professional	
education	
in	
sleep	
.	

Editor	
’s	
Notes	

Many	
people	
contributed	
to	
the	
development	
of	
this	
manual	DOCUMENT
.	DOCUMENT

The	
members	
of	
the	
Task	
Force	
on	
ICSD-3	CONCEPT
Without	
her	
,	
this	
publication	
would	
not	
have	
been	
possible	
.	

Special	
thanks	
are	
extended	
to	
the	
Board	
of	
Directors	
of	
the	
American	
Academy	
of	
Sleep	
Medicine	
.	

My	
personal	
thanks	
go	
to	
Nancy	
Collop	
,	
President	
of	
the	
AASM	
at	
the	
outset	
of	
the	
project	
.	

I	
would	
also	
like	
to	
thank	
the	
following	
members	
of	
the	
board	
during	
the	
revision	
process	
who	
provided	
their	
expertise	
and	
time	
in	
reviewing	
multiple	
drafts	
:	
Amy	
Aronsky	
,	
DO	
;	
M.	
Safwan	
Badr	
,	
MD	
;	
Kelly	
Carden	
,	
MD	
;	
Ronald	
Chervin	
,	
MD	
,	
MS	
;	
Nancy	
Collop	
,	
MD	
;	
Samuel	
Fleishman	
,	
MD	
;	
Timothy	
Morgenthaler	
,	
MD	
;	
Susan	
Redline	
,	
MD	
;	
Ilene	
Rosen	
,	
MD	
;	
Steven	
Shea	
,	
